Solvent,Temperature_K,Density_g/cm^3,Source
propylene glycol,313.15,1.0224,10.1016/j.molliq.2018.08.023
propylene glycol,318.15,1.0173,10.1016/j.molliq.2018.08.023
propylene glycol,298.15,1.03256,10.1016/j.fluid.2017.07.006
propylene glycol,303.15,1.02887,10.1016/j.fluid.2017.07.006
propylene glycol,312.98,1.02216,10.1016/j.fluid.2017.07.006
propylene glycol,335.78,1.00531,10.1016/j.fluid.2017.07.006
ethylene glycol,298.15,1.1098,10.1016/j.molliq.2015.04.001
ethylene glycol,303.15,1.1063,10.1016/j.molliq.2015.04.001
ethylene glycol,308.15,1.1027,10.1016/j.molliq.2015.04.001
ethylene glycol,313.15,1.0992,10.1016/j.molliq.2015.04.001
ethylene glycol,318.15,1.0956,10.1016/j.molliq.2015.04.001
ethylene glycol,323.15,1.0921,10.1016/j.molliq.2015.04.001
ethylene glycol,273.16,1.12716,10.1021/je800694a
ethylene glycol,278.15,1.12371,10.1021/je800694a
ethylene glycol,283.15,1.12023,10.1021/je800694a
ethylene glycol,288.15,1.11676,10.1021/je800694a
ethylene glycol,293.15,1.11327,10.1021/je800694a
ethylene glycol,298.15,1.10977,10.1021/je800694a
ethylene glycol,303.15,1.10625,10.1021/je800694a
ethylene glycol,308.15,1.10272,10.1021/je800694a
ethylene glycol,313.15,1.09917,10.1021/je800694a
ethylene glycol,318.15,1.09561,10.1021/je800694a
ethylene glycol,323.15,1.09202,10.1021/je800694a
ethylene glycol,328.14,1.08841,10.1021/je800694a
ethylene glycol,333.15,1.08478,10.1021/je800694a
ethylene glycol,338.15,1.08111,10.1021/je800694a
nmp,293.15,1.0336,10.1021/je200121f
nmp,303.15, 1.0247,10.1021/je200121f
nmp,313.15,1.0157,10.1021/je200121f
nmp,323.15, 1.0068,10.1021/je200121f
nmp,293.15,1.0336,10.1016/j.jct.2013.01.020
nmp,303.15, 1.0247,10.1016/j.jct.2013.01.020
nmp,313.15,1.0157,10.1016/j.jct.2013.01.020
nmp,323.15, 1.0068,10.1016/j.jct.2013.01.020
nmp,293.15,1.03287,10.1021/je100967k
nmp,303.15,1.02395,10.1021/je100967k
nmp,313.15,1.01503,10.1021/je100967k
nmp,323.15,1.00610,10.1021/je100967k
nmp,293.151,1.03225,10.1021/acs.jced.5b00474
nmp,298.149,1.027794,10.1021/acs.jced.5b00474
nmp,303.154,1.023332,10.1021/acs.jced.5b00474
nmp,308.155,1.018871,10.1021/acs.jced.5b00474
nmp,313.155,1.01441,10.1021/acs.jced.5b00474
nmp,318.155,1.009948,10.1021/acs.jced.5b00474
nmp,323.157,1.005483,10.1021/acs.jced.5b00474
chloroform,273.15,1.526,10.1021/je100821g
chloroform,283.15,1.5071,10.1021/je100821g
chloroform,293.15,1.4884,10.1021/je100821g
chloroform,298.15,1.4788,10.1021/je100821g
chloroform,303.15,1.4692,10.1021/je100821g
chloroform,313.15,1.4500,10.1021/je100821g
chloroform,318.15,1.4400,10.1021/je100821g
chloroform,298.15,1.4788,10.1021/je980031y
chloroform,303.15,1.4692,10.1021/je980031y
chloroform,308.15,1.4594,10.1021/je980031y
chloroform,283.15,1.5073,10.1021/je060150a
chloroform,293.15,1.4884,10.1021/je060150a
chloroform,303.15,1.4694,10.1021/je060150a
chloroform,313.15,1.4500,10.1021/je060150a
ethylbenzene,293.15,0.86695,10.1021/je500498m
ethylbenzene,303.15,0.85815,10.1021/je500498m
ethylbenzene,313.15,0.84929,10.1021/je500498m
ethylbenzene,323.15,0.84038,10.1021/je500498m
ethylbenzene,333.15,0.8314,10.1021/je500498m
ethylbenzene,343.15,0.8223,10.1021/je500498m
ethylbenzene,293.15,0.8672,10.1021/je00060a030
ethylbenzene,298.15,0.8620,10.1021/je00060a030
ethylbenzene,308.15,0.8533,10.1021/je00060a030
ethylbenzene,313.15,0.8495,10.1021/je00060a030
ethylbenzene,303.15,0.8576,10.1007/s10953-010-9610-1
ethylbenzene,313.15,0.8492,10.1007/s10953-010-9610-1
isopropyl acetate,298.15,0.86622,10.1007/bf02705587
isopropyl acetate,298.15,0.86647 ,10.1021/je00003a017
isopropyl acetate,308.15,0.85415,10.1021/je00003a017
isopropyl acetate,298.15,"0,86618",10.1021/je0100342
isopropyl acetate,293.15,0.874,Handbook of organic solvent properties Ian M. Smallwood
Dichloromethane,298.15,1.3163,10.1021/je980145+
Dichloromethane,303.15,1.3064,10.1021/je980145+
Dichloromethane,308.15,1.2972,10.1021/je980145+
Dichloromethane,270,1.36799,10.1016/j.jct.2010.08.001
Dichloromethane,281,1.34876,10.1016/j.jct.2010.08.001
Dichloromethane,290,1.33185,10.1016/j.jct.2010.08.001
Dichloromethane,293.15,1.32635,10.1016/j.jct.2010.08.001
Dichloromethane,298.15,1.31678,10.1016/j.jct.2010.08.001
Dichloromethane,310,1.29371,10.1016/j.jct.2010.08.001
Dichloromethane,303.15,1.3076,10.1021/je020067x
"1,2-dichloroethane",298.15,1.2455,10.1021/je00061a008
"1,2-dichloroethane",303.15,1.2382,10.1021/je00061a008
"1,2-dichloroethane",308.15,1.2304,10.1021/je00061a008
"1,2-dichloroethane",313.15,1.2234,10.1021/je00061a008
"1,2-dichloroethane",303.15,1.2396,10.1080/00319109608039825
"1,2-dichloroethane",313.15 ,1.2236 ,10.1080/00319109608039825
"1,2-dichloroethane",323.15,1.2088,10.1080/00319109608039825
"1,2-dichloroethane",293.15,1.2533,10.1134/s1070363212020065
"1,2-dichloroethane",293.15,1.2519,10.1021/je900212d
"1,2-dichloroethane",298.15,1.2474,10.1021/je900212d
"1,2-dichloroethane",303.15,1.239,10.1021/je900212d
"1,2-dichloroethane",308.15,1.2312,10.1021/je900212d
"1,2-dichloroethane",313.15,1.222,10.1021/je900212d
Cyclohexanone,298.15,0.9420,10.1021/je9802266
Cyclohexanone,303.15,0.9374,10.1021/je9802266
Cyclohexanone,308.15,0.9328 ,10.1021/je9802266
Cyclohexanone,298.15,0.9425,10.1021/je0201828
Cyclohexanone,303.15,0.9373,10.1021/je0201828
Cyclohexanone,308.15,0.9323,10.1021/je0201828
2-methoxyethanol,293.15,0.9647,10.1021/acs.jced.9b00364
2-methoxyethanol,298.15,0.9602,10.1021/acs.jced.9b00364
2-methoxyethanol,303.15,0.9555,10.1021/acs.jced.9b00364
2-methoxyethanol,308.15,0.9509,10.1021/acs.jced.9b00364
2-methoxyethanol,313.15,0.9462,10.1021/acs.jced.9b00364
2-methoxyethanol,318.15,0.9415,10.1021/acs.jced.9b00364
2-methoxyethanol,323.15,0.9368,10.1021/acs.jced.9b00364
2-methoxyethanol,328.15,0.9320,10.1021/acs.jced.9b00364
2-methoxyethanol,333.15,0.9272,10.1021/acs.jced.9b00364
2-methoxyethanol,338.15,0.9224,10.1021/acs.jced.9b00364
2-methoxyethanol,343.15,0.9175,10.1021/acs.jced.9b00364
2-methoxyethanol,293.15,0.96486,10.1016/j.jct.2006.06.001
2-methoxyethanol,303.15,0.95568,10.1016/j.jct.2006.06.001
2-methoxyethanol,313.15,0.94638,10.1016/j.jct.2006.06.001
2-methoxyethanol,323.15,0.93695,10.1016/j.jct.2006.06.001
2-methoxyethanol,333.15,0.92738,10.1016/j.jct.2006.06.001
2-methoxyethanol,343.15,0.91764,10.1016/j.jct.2006.06.001
2-methoxyethanol,291.15,0.96652,10.1023/a:1014981921097
2-methoxyethanol,293.15,0.96488,10.1023/a:1014981921097
2-methoxyethanol,298.15,0.96029,10.1023/a:1014981921097
2-methoxyethanol,303.15,0.95576,10.1023/a:1014981921097
2-methoxyethanol,308.15,0.9511,10.1023/a:1014981921097
2-methoxyethanol,298.15, 0.9595,10.1021/je100170v
2-methoxyethanol,308.15,0.9521,10.1021/je100170v
2-methoxyethanol,318.15,0.9458,10.1021/je100170v
2-ethoxyethanol,293.15,0.9295,10.1021/acs.jced.9b00364
2-ethoxyethanol,298.15,0.9250,10.1021/acs.jced.9b00364
2-ethoxyethanol,303.15,0.9205,10.1021/acs.jced.9b00364
2-ethoxyethanol,308.15,0.9159,10.1021/acs.jced.9b00364
2-ethoxyethanol,313.15,0.9113,10.1021/acs.jced.9b00364
2-ethoxyethanol,318.15,0.9066,10.1021/acs.jced.9b00364
2-ethoxyethanol,323.15,0.9019,10.1021/acs.jced.9b00364
2-ethoxyethanol,328.15,0.8972,10.1021/acs.jced.9b00364
2-ethoxyethanol,333.15,0.8924,10.1021/acs.jced.9b00364
2-ethoxyethanol,338.15,0.8876,10.1021/acs.jced.9b00364
2-ethoxyethanol,343.15,0.8827,10.1021/acs.jced.9b00364
2-ethoxyethanol,298.15,0.9256,10.1007/s10973-015-5205-9
2-ethoxyethanol,308.15,0.916521,10.1007/s10973-015-5205-9
2-ethoxyethanol,318.15,0.907318,10.1007/s10973-015-5205-9
2-ethoxyethanol,328.15,0.898442,10.1007/s10973-015-5205-9
2-ethoxyethanol,288.15,0.935030,10.1016/j.molliq.2011.08.008
2-ethoxyethanol,293.15,0.930528,10.1016/j.molliq.2011.08.008
2-ethoxyethanol,298.15,0.925999,10.1016/j.molliq.2011.08.008
2-ethoxyethanol,303.15,0.921458,10.1016/j.molliq.2011.08.008
2-ethoxyethanol,308.15,0.916868,10.1016/j.molliq.2011.08.008
2-ethoxyethanol,313.15,0.912241,10.1016/j.molliq.2011.08.008
2-ethoxyethanol,318.15,0.907588,10.1016/j.molliq.2011.08.008
2-butoxyethanol,293.15,0.9004,10.1021/acs.jced.9b00364
2-butoxyethanol,298.15,0.8962,10.1021/acs.jced.9b00364
2-butoxyethanol,303.15,0.8920,10.1021/acs.jced.9b00364
2-butoxyethanol,308.15,0.8878,10.1021/acs.jced.9b00364
2-butoxyethanol,313.15,0.8835,10.1021/acs.jced.9b00364
2-butoxyethanol,318.15,0.8792,10.1021/acs.jced.9b00364
2-butoxyethanol,323.15,0.8749,10.1021/acs.jced.9b00364
2-butoxyethanol,328.15,0.8706,10.1021/acs.jced.9b00364
2-butoxyethanol,333.15,0.8662,10.1021/acs.jced.9b00364
2-butoxyethanol,338.15,0.8618,10.1021/acs.jced.9b00364
2-butoxyethanol,343.15,0.8573,10.1021/acs.jced.9b00364
2-butoxyethanol,293.15,0.90118,10.1021/je900478c
2-butoxyethanol,313.15,0.88421,10.1021/je900478c
2-butoxyethanol,293.15,0.9006,10.1016/j.molliq.2020.113351
2-butoxyethanol,298.15,0.8964,10.1016/j.molliq.2020.113351
2-butoxyethanol,303.15,0.8922,10.1016/j.molliq.2020.113351
2-butoxyethanol,308.15,0.8880,10.1016/j.molliq.2020.113351
2-butoxyethanol,313.15,0.8837,10.1016/j.molliq.2020.113351
2-butoxyethanol,318.15,0.8794,10.1016/j.molliq.2020.113351
2-butoxyethanol,323.15,0.8751,10.1016/j.molliq.2020.113351
2-butoxyethanol,328.15,0.8708,10.1016/j.molliq.2020.113351
2-butoxyethanol,333.15,0.8664,10.1016/j.molliq.2020.113351
2-butoxyethanol,338.15,0.8620,10.1016/j.molliq.2020.113351
2-butoxyethanol,343.15,0.8575,10.1016/j.molliq.2020.113351
2-propoxyethanol,298.15,0.90819,10.1080/00319104.2014.890898
2-propoxyethanol,298.15,0.9074,10.1021/je60081a028
2-propoxyethanol,298.15,0.90723,10.1016/j.fluid.2017.10.027
2-propoxyethanol,288.15,0.915949,10.1016/j.jct.2016.07.002
2-propoxyethanol,293.15,0.911592,10.1016/j.jct.2016.07.002
2-propoxyethanol,298.15,0.907213,10.1016/j.jct.2016.07.002
2-propoxyethanol,303.15,0.902807,10.1016/j.jct.2016.07.002
2-propoxyethanol,308.15,0.898373,10.1016/j.jct.2016.07.002
2-propoxyethanol,313.15,0.893908,10.1016/j.jct.2016.07.002
2-propoxyethanol,318.15,0.889409,10.1016/j.jct.2016.07.002
2-propoxyethanol,298.15,0.9080,10.1021/je0000120
transcutol,293.15,0.987497,10.1021/acs.jced.9b00959
transcutol,298.15,0.983059,10.1021/acs.jced.9b00959
transcutol,303.15,0.978598,10.1021/acs.jced.9b00959
transcutol,313.15,0.969649,10.1021/acs.jced.9b00959
transcutol,323.15,0.960644,10.1021/acs.jced.9b00959
transcutol,293.15,0.987876,10.1021/je700281z
transcutol,298.15,0.983336,10.1021/je700281z
transcutol,303.15,0.978788,10.1021/je700281z
n-pentyl acetate,303.15,0.86644,10.1016/0378-3812(94)80121-5
n-pentyl acetate,303.15,0.86470,10.1016/S0378-3812(02)00262-5
n-pentyl acetate,283.15,0.88794,10.1080/00319100701790689
n-pentyl acetate,288.15,0.88380,10.1080/00319100701790689
n-pentyl acetate,298.15,0.87380,10.1080/00319100701790689
n-pentyl acetate,303.15,0.87030,10.1080/00319100701790689
n-pentyl acetate,298.15,0.8699,10.1021/acs.jced.4c00035
n-pentyl acetate,303.15,0.8657,10.1021/acs.jced.4c00035
n-pentyl acetate,308.15,0.8601,10.1021/acs.jced.4c00035
n-pentyl acetate,298.15,0.87132,10.1016/j.molliq.2018.03.025
n-pentyl acetate,303.15,0.865782,10.1016/j.molliq.2018.03.025
n-pentyl acetate,308.15,0.860581,10.1016/j.molliq.2018.03.025
mibk,283.15,0.8098,10.1016/j.jct.2006.07.004
mibk,293.15,0.8007,10.1016/j.jct.2006.07.004
mibk,303.15,0.7916,10.1016/j.jct.2006.07.004
mibk,313.15,0.7822,10.1016/j.jct.2006.07.004
mibk,293.15,0.8010,10.1139/v81-488
mibk,298.15,0.7963,10.1139/v81-488
mibk,303.15,0.7920,10.1139/v81-488
mibk,308.15,0.7868,10.1139/v81-488
n-hexanol,293.15,0.8189,10.1021/je501133u
n-hexanol,298.15,0.8153,10.1021/je501133u
n-hexanol,303.15,0.8117,10.1021/je501133u
n-hexanol,308.15,0.8081,10.1021/je501133u
n-hexanol,313.15,0.8045,10.1021/je501133u
n-hexanol,318.15,0.8008,10.1021/je501133u
n-hexanol,323.15,0.7971,10.1021/je501133u
n-hexanol,328.15,0.7934,10.1021/je501133u
n-hexanol,288.15,0.82228,10.1021/je060179e
n-hexanol,293.15,0.81875,10.1021/je060179e
n-hexanol,298.15,0.81523,10.1021/je060179e
n-hexanol,303.15,0.81160,10.1021/je060179e
n-hexanol,308.15,0.80800,10.1021/je060179e
n-hexanol,288.15 ,0.82233,10.1021/je00016a066
n-hexanol,298.15,0.81505,10.1021/je00016a066
n-hexanol,308.15,0.80800,10.1021/je00016a066
isopentanol,298.15,0.805,10.1016/j.jct.2022.106815
isopentanol,303.15,0.801,10.1016/j.jct.2022.106815
isopentanol,308.15,0.797,10.1016/j.jct.2022.106815
isopentanol,313.15,0.793,10.1016/j.jct.2022.106815
isopentanol,293.15,0.8083,10.1021/je050416y
isopentanol,298.15,0.8046,10.1021/je050416y
isopentanol,303.15,0.8008,10.1021/je050416y
isopentanol,308.15,0.7971,10.1021/je050416y
isopentanol,313.15,0.7932,10.1021/je050416y
isopentanol,318.15,0.7895,10.1021/je050416y
isopentanol,323.15,0.7857,10.1021/je050416y
isopentanol,288.15,0.81229,10.1021/je5005752
isopentanol,293.15,0.80858,10.1021/je5005752
isopentanol,298.15,0.80484,10.1021/je5005752
isopentanol,303.15,0.80109,10.1021/je5005752
isopentanol,308.15,0.79731,10.1021/je5005752
isopentanol,313.15,0.79351,10.1021/je5005752
isopentanol,318.15,0.78967,10.1021/je5005752
isopentanol,323.15,0.78579,10.1021/je5005752
Isobutyl acetate,303.15 ,0.8627,10.1007/s10953-011-9652-z
Isobutyl acetate,313.15 ,0.8515,10.1007/s10953-011-9652-z
Isobutyl acetate,298.15,0.86612,10.1016/j.fluid.2005.03.014
Isobutyl acetate,298.15,0.8676,10.1021/acs.jced.2c00404
Isobutyl acetate,303.15,0.8624,10.1021/acs.jced.2c00404
Isobutyl acetate,308.15,0.8560,10.1021/acs.jced.2c00404
Water,273.65,0.99987,"NIST Chemistry WebBook, SRD 69"
Water,273.75,0.99988,"NIST Chemistry WebBook, SRD 69"
Water,273.85,0.99989,"NIST Chemistry WebBook, SRD 69"
Water,273.95,0.99989,"NIST Chemistry WebBook, SRD 69"
Water,274.05,0.9999,"NIST Chemistry WebBook, SRD 69"
Water,274.15,0.9999,"NIST Chemistry WebBook, SRD 69"
Water,274.25,0.99991,"NIST Chemistry WebBook, SRD 69"
Water,274.35,0.99991,"NIST Chemistry WebBook, SRD 69"
Water,274.45,0.99992,"NIST Chemistry WebBook, SRD 69"
Water,274.55,0.99992,"NIST Chemistry WebBook, SRD 69"
Water,274.65,0.99992,"NIST Chemistry WebBook, SRD 69"
Water,274.75,0.99993,"NIST Chemistry WebBook, SRD 69"
Water,274.85,0.99993,"NIST Chemistry WebBook, SRD 69"
Water,274.95,0.99994,"NIST Chemistry WebBook, SRD 69"
Water,275.05,0.99994,"NIST Chemistry WebBook, SRD 69"
Water,275.15,0.99994,"NIST Chemistry WebBook, SRD 69"
Water,275.25,0.99995,"NIST Chemistry WebBook, SRD 69"
Water,275.35,0.99995,"NIST Chemistry WebBook, SRD 69"
Water,275.45,0.99995,"NIST Chemistry WebBook, SRD 69"
Water,275.55,0.99995,"NIST Chemistry WebBook, SRD 69"
Water,275.65,0.99996,"NIST Chemistry WebBook, SRD 69"
Water,275.75,0.99996,"NIST Chemistry WebBook, SRD 69"
Water,275.85,0.99996,"NIST Chemistry WebBook, SRD 69"
Water,275.95,0.99996,"NIST Chemistry WebBook, SRD 69"
Water,276.05,0.99997,"NIST Chemistry WebBook, SRD 69"
Water,276.15,0.99997,"NIST Chemistry WebBook, SRD 69"
Water,276.25,0.99997,"NIST Chemistry WebBook, SRD 69"
Water,276.35,0.99997,"NIST Chemistry WebBook, SRD 69"
Water,276.45,0.99997,"NIST Chemistry WebBook, SRD 69"
Water,276.55,0.99997,"NIST Chemistry WebBook, SRD 69"
Water,276.65,0.99997,"NIST Chemistry WebBook, SRD 69"
Water,276.75,0.99997,"NIST Chemistry WebBook, SRD 69"
Water,276.85,0.99997,"NIST Chemistry WebBook, SRD 69"
Water,276.95,0.99997,"NIST Chemistry WebBook, SRD 69"
Water,277.05,0.99997,"NIST Chemistry WebBook, SRD 69"
Water,277.15,0.99997,"NIST Chemistry WebBook, SRD 69"
Water,277.25,0.99997,"NIST Chemistry WebBook, SRD 69"
Water,277.35,0.99997,"NIST Chemistry WebBook, SRD 69"
Water,277.45,0.99997,"NIST Chemistry WebBook, SRD 69"
Water,277.55,0.99997,"NIST Chemistry WebBook, SRD 69"
Water,277.65,0.99997,"NIST Chemistry WebBook, SRD 69"
Water,277.75,0.99997,"NIST Chemistry WebBook, SRD 69"
Water,277.85,0.99997,"NIST Chemistry WebBook, SRD 69"
Water,277.95,0.99997,"NIST Chemistry WebBook, SRD 69"
Water,278.05,0.99997,"NIST Chemistry WebBook, SRD 69"
Water,278.15,0.99997,"NIST Chemistry WebBook, SRD 69"
Water,278.25,0.99996,"NIST Chemistry WebBook, SRD 69"
Water,278.35,0.99996,"NIST Chemistry WebBook, SRD 69"
Water,278.45,0.99996,"NIST Chemistry WebBook, SRD 69"
Water,278.55,0.99996,"NIST Chemistry WebBook, SRD 69"
Water,278.65,0.99996,"NIST Chemistry WebBook, SRD 69"
Water,278.75,0.99995,"NIST Chemistry WebBook, SRD 69"
Water,278.85,0.99995,"NIST Chemistry WebBook, SRD 69"
Water,278.95,0.99995,"NIST Chemistry WebBook, SRD 69"
Water,279.05,0.99995,"NIST Chemistry WebBook, SRD 69"
Water,279.15,0.99994,"NIST Chemistry WebBook, SRD 69"
Water,279.25,0.99994,"NIST Chemistry WebBook, SRD 69"
Water,279.35,0.99994,"NIST Chemistry WebBook, SRD 69"
Water,279.45,0.99993,"NIST Chemistry WebBook, SRD 69"
Water,279.55,0.99993,"NIST Chemistry WebBook, SRD 69"
Water,279.65,0.99993,"NIST Chemistry WebBook, SRD 69"
Water,279.75,0.99992,"NIST Chemistry WebBook, SRD 69"
Water,279.85,0.99992,"NIST Chemistry WebBook, SRD 69"
Water,279.95,0.99991,"NIST Chemistry WebBook, SRD 69"
Water,280.05,0.99991,"NIST Chemistry WebBook, SRD 69"
Water,280.15,0.9999,"NIST Chemistry WebBook, SRD 69"
Water,280.25,0.9999,"NIST Chemistry WebBook, SRD 69"
Water,280.35,0.99989,"NIST Chemistry WebBook, SRD 69"
Water,280.45,0.99989,"NIST Chemistry WebBook, SRD 69"
Water,280.55,0.99988,"NIST Chemistry WebBook, SRD 69"
Water,280.65,0.99988,"NIST Chemistry WebBook, SRD 69"
Water,280.75,0.99987,"NIST Chemistry WebBook, SRD 69"
Water,280.85,0.99987,"NIST Chemistry WebBook, SRD 69"
Water,280.95,0.99986,"NIST Chemistry WebBook, SRD 69"
Water,281.05,0.99986,"NIST Chemistry WebBook, SRD 69"
Water,281.15,0.99985,"NIST Chemistry WebBook, SRD 69"
Water,281.25,0.99984,"NIST Chemistry WebBook, SRD 69"
Water,281.35,0.99984,"NIST Chemistry WebBook, SRD 69"
Water,281.45,0.99983,"NIST Chemistry WebBook, SRD 69"
Water,281.55,0.99983,"NIST Chemistry WebBook, SRD 69"
Water,281.65,0.99982,"NIST Chemistry WebBook, SRD 69"
Water,281.75,0.99981,"NIST Chemistry WebBook, SRD 69"
Water,281.85,0.99981,"NIST Chemistry WebBook, SRD 69"
Water,281.95,0.9998,"NIST Chemistry WebBook, SRD 69"
Water,282.05,0.99979,"NIST Chemistry WebBook, SRD 69"
Water,282.15,0.99978,"NIST Chemistry WebBook, SRD 69"
Water,282.25,0.99978,"NIST Chemistry WebBook, SRD 69"
Water,282.35,0.99977,"NIST Chemistry WebBook, SRD 69"
Water,282.45,0.99976,"NIST Chemistry WebBook, SRD 69"
Water,282.55,0.99975,"NIST Chemistry WebBook, SRD 69"
Water,282.65,0.99974,"NIST Chemistry WebBook, SRD 69"
Water,282.75,0.99974,"NIST Chemistry WebBook, SRD 69"
Water,282.85,0.99973,"NIST Chemistry WebBook, SRD 69"
Water,282.95,0.99972,"NIST Chemistry WebBook, SRD 69"
Water,283.05,0.99971,"NIST Chemistry WebBook, SRD 69"
Water,283.15,0.9997,"NIST Chemistry WebBook, SRD 69"
Water,283.25,0.99969,"NIST Chemistry WebBook, SRD 69"
Water,283.35,0.99968,"NIST Chemistry WebBook, SRD 69"
Water,283.45,0.99968,"NIST Chemistry WebBook, SRD 69"
Water,283.55,0.99967,"NIST Chemistry WebBook, SRD 69"
Water,283.65,0.99966,"NIST Chemistry WebBook, SRD 69"
Water,283.75,0.99965,"NIST Chemistry WebBook, SRD 69"
Water,283.85,0.99964,"NIST Chemistry WebBook, SRD 69"
Water,283.95,0.99963,"NIST Chemistry WebBook, SRD 69"
Water,284.05,0.99962,"NIST Chemistry WebBook, SRD 69"
Water,284.15,0.99961,"NIST Chemistry WebBook, SRD 69"
Water,284.25,0.9996,"NIST Chemistry WebBook, SRD 69"
Water,284.35,0.99959,"NIST Chemistry WebBook, SRD 69"
Water,284.45,0.99958,"NIST Chemistry WebBook, SRD 69"
Water,284.55,0.99957,"NIST Chemistry WebBook, SRD 69"
Water,284.65,0.99956,"NIST Chemistry WebBook, SRD 69"
Water,284.75,0.99954,"NIST Chemistry WebBook, SRD 69"
Water,284.85,0.99953,"NIST Chemistry WebBook, SRD 69"
Water,284.95,0.99952,"NIST Chemistry WebBook, SRD 69"
Water,285.05,0.99951,"NIST Chemistry WebBook, SRD 69"
Water,285.15,0.9995,"NIST Chemistry WebBook, SRD 69"
Water,285.25,0.99949,"NIST Chemistry WebBook, SRD 69"
Water,285.35,0.99948,"NIST Chemistry WebBook, SRD 69"
Water,285.45,0.99947,"NIST Chemistry WebBook, SRD 69"
Water,285.55,0.99945,"NIST Chemistry WebBook, SRD 69"
Water,285.65,0.99944,"NIST Chemistry WebBook, SRD 69"
Water,285.75,0.99943,"NIST Chemistry WebBook, SRD 69"
Water,285.85,0.99942,"NIST Chemistry WebBook, SRD 69"
Water,285.95,0.99941,"NIST Chemistry WebBook, SRD 69"
Water,286.05,0.99939,"NIST Chemistry WebBook, SRD 69"
Water,286.15,0.99938,"NIST Chemistry WebBook, SRD 69"
Water,286.25,0.99937,"NIST Chemistry WebBook, SRD 69"
Water,286.35,0.99935,"NIST Chemistry WebBook, SRD 69"
Water,286.45,0.99934,"NIST Chemistry WebBook, SRD 69"
Water,286.55,0.99933,"NIST Chemistry WebBook, SRD 69"
Water,286.65,0.99932,"NIST Chemistry WebBook, SRD 69"
Water,286.75,0.9993,"NIST Chemistry WebBook, SRD 69"
Water,286.85,0.99929,"NIST Chemistry WebBook, SRD 69"
Water,286.95,0.99927,"NIST Chemistry WebBook, SRD 69"
Water,287.05,0.99926,"NIST Chemistry WebBook, SRD 69"
Water,287.15,0.99925,"NIST Chemistry WebBook, SRD 69"
Water,287.25,0.99923,"NIST Chemistry WebBook, SRD 69"
Water,287.35,0.99922,"NIST Chemistry WebBook, SRD 69"
Water,287.45,0.99921,"NIST Chemistry WebBook, SRD 69"
Water,287.55,0.99919,"NIST Chemistry WebBook, SRD 69"
Water,287.65,0.99918,"NIST Chemistry WebBook, SRD 69"
Water,287.75,0.99916,"NIST Chemistry WebBook, SRD 69"
Water,287.85,0.99915,"NIST Chemistry WebBook, SRD 69"
Water,287.95,0.99913,"NIST Chemistry WebBook, SRD 69"
Water,288.05,0.99912,"NIST Chemistry WebBook, SRD 69"
Water,288.15,0.9991,"NIST Chemistry WebBook, SRD 69"
Water,288.25,0.99909,"NIST Chemistry WebBook, SRD 69"
Water,288.35,0.99907,"NIST Chemistry WebBook, SRD 69"
Water,288.45,0.99906,"NIST Chemistry WebBook, SRD 69"
Water,288.55,0.99904,"NIST Chemistry WebBook, SRD 69"
Water,288.65,0.99903,"NIST Chemistry WebBook, SRD 69"
Water,288.75,0.99901,"NIST Chemistry WebBook, SRD 69"
Water,288.85,0.99899,"NIST Chemistry WebBook, SRD 69"
Water,288.95,0.99898,"NIST Chemistry WebBook, SRD 69"
Water,289.05,0.99896,"NIST Chemistry WebBook, SRD 69"
Water,289.15,0.99895,"NIST Chemistry WebBook, SRD 69"
Water,289.25,0.99893,"NIST Chemistry WebBook, SRD 69"
Water,289.35,0.99891,"NIST Chemistry WebBook, SRD 69"
Water,289.45,0.9989,"NIST Chemistry WebBook, SRD 69"
Water,289.55,0.99888,"NIST Chemistry WebBook, SRD 69"
Water,289.65,0.99886,"NIST Chemistry WebBook, SRD 69"
Water,289.75,0.99885,"NIST Chemistry WebBook, SRD 69"
Water,289.85,0.99883,"NIST Chemistry WebBook, SRD 69"
Water,289.95,0.99881,"NIST Chemistry WebBook, SRD 69"
Water,290.05,0.9988,"NIST Chemistry WebBook, SRD 69"
Water,290.15,0.99878,"NIST Chemistry WebBook, SRD 69"
Water,290.25,0.99876,"NIST Chemistry WebBook, SRD 69"
Water,290.35,0.99874,"NIST Chemistry WebBook, SRD 69"
Water,290.45,0.99873,"NIST Chemistry WebBook, SRD 69"
Water,290.55,0.99871,"NIST Chemistry WebBook, SRD 69"
Water,290.65,0.99869,"NIST Chemistry WebBook, SRD 69"
Water,290.75,0.99867,"NIST Chemistry WebBook, SRD 69"
Water,290.85,0.99865,"NIST Chemistry WebBook, SRD 69"
Water,290.95,0.99864,"NIST Chemistry WebBook, SRD 69"
Water,291.05,0.99862,"NIST Chemistry WebBook, SRD 69"
Water,291.15,0.9986,"NIST Chemistry WebBook, SRD 69"
Water,291.25,0.99858,"NIST Chemistry WebBook, SRD 69"
Water,291.35,0.99856,"NIST Chemistry WebBook, SRD 69"
Water,291.45,0.99854,"NIST Chemistry WebBook, SRD 69"
Water,291.55,0.99852,"NIST Chemistry WebBook, SRD 69"
Water,291.65,0.9985,"NIST Chemistry WebBook, SRD 69"
Water,291.75,0.99849,"NIST Chemistry WebBook, SRD 69"
Water,291.85,0.99847,"NIST Chemistry WebBook, SRD 69"
Water,291.95,0.99845,"NIST Chemistry WebBook, SRD 69"
